"Step","gan_sp_8agents_seed3 - cover_rate_5step"
"70000","0.002"
"140000","0.0004"
"210000","0.0004"
"280000","0.0001"
"350000","0.0001"
"420000","0"
"490000","0.00055"
"560000","0.00025"
"630000","0.0005"
"700000","0.00145"
"770000","0.0014"
"840000","0.00125"
"910000","0.00235"
"980000","0.0011"
"1050000","0.00145"
"1120000","0.0005"
"1190000","0.00065"
"1260000","0.0014000000000000002"
"1330000","0.00085"
"1400000","0.0023"
"1470000","0.0013"
"1540000","0.0026"
"1610000","0.0025499999999999997"
"1680000","0.0019"
"1750000","0.0009"
"1820000","0.0017"
"1890000","0.0008"
"1960000","0.0016"
"2030000","0.00035"
"2100000","0.00055"
"2170000","0.0005"
"2240000","0.00015"
"2310000","0.0002"
"2380000","0.00015"
"2450000","0.00015"
"2520000","0.0002"
"2590000","0.00005"
"2660000","0.00005"
"2730000","0.00015"
"2800000","0.0001"
"2870000","0"
"2940000","0"
"3010000","0"
"3080000","0"
"3150000","0"
"3220000","0"
"3290000","0"
"3360000","0"
"3430000","0"
"3500000","0"
"3570000","0"
"3640000","0"
"3710000","0"
"3780000","0.00005"
"3850000","0"
"3920000","0"
"3990000","0.0001"
"4060000","0"
"4130000","0"
"4200000","0"
"4270000","0"
"4340000","0"
"4410000","0"
"4480000","0"
"4550000","0"
"4620000","0"
"4690000","0"
"4760000","0"
"4830000","0"
"4900000","0"
"4970000","0"
"5040000","0"
"5110000","0"
"5180000","0"
"5250000","0"
"5320000","0"
"5390000","0"
"5460000","0"
"5530000","0"
"5600000","0"
"5670000","0"
"5740000","0"
"5810000","0"
"5880000","0"
"5950000","0"
"6020000","0"
"6090000","0"
"6160000","0"
"6230000","0"
"6300000","0"
"6370000","0"
"6440000","0"
"6510000","0"
"6580000","0"
"6650000","0"
"6720000","0"
"6790000","0"
"6860000","0"
"6930000","0"
"7000000","0"
"7070000","0"
"7140000","0"
"7210000","0"
"7280000","0"
"7350000","0"
"7420000","0"
"7490000","0"
"7560000","0"
"7630000","0"
"7700000","0"
"7770000","0"
"7840000","0"
"7910000","0"
"7980000","0"
"8050000","0"
"8120000","0"
"8190000","0"
"8260000","0"
"8330000","0"
"8400000","0"
"8470000","0"
"8540000","0"
"8610000","0"
"8680000","0"
"8750000","0"
"8820000","0"
"8890000","0"
"8960000","0"
"9030000","0"
"9100000","0"
"9170000","0"
"9240000","0"
"9310000","0"
"9380000","0"
"9450000","0"
"9520000","0"
"9590000","0"
"9660000","0"
"9730000","0"
"9800000","0"
"9870000","0"
"9940000","0"
"10010000","0"
"10080000","0"
"10150000","0"
"10220000","0"
"10290000","0"
"10360000","0"
"10430000","0"
"10500000","0"
"10570000","0"
"10640000","0"
"10710000","0"
"10780000","0"
"10850000","0"
"10920000","0"
"10990000","0"
"11060000","0"
"11130000","0"
"11200000","0"
"11270000","0"
"11340000","0"
"11410000","0"
"11480000","0"
"11550000","0"
"11620000","0"
"11690000","0"
"11760000","0"
"11830000","0"
"11900000","0"
"11970000","0"
"12040000","0"
"12110000","0"
"12180000","0"
"12250000","0"
"12320000","0"
"12390000","0"
"12460000","0"
"12530000","0"
"12600000","0"
"12670000","0"
"12740000","0"
"12810000","0"
"12880000","0"
"12950000","0"
"13020000","0"
"13090000","0"
"13160000","0"
"13230000","0"
"13300000","0"
"13370000","0"
"13440000","0"
"13510000","0"
"13580000","0"
"13650000","0"
"13720000","0"
"13790000","0"
"13860000","0"
"13930000","0"
"14000000","0"
"14070000","0"
"14140000","0"
"14210000","0"
"14280000","0"
"14350000","0"
"14420000","0"
"14490000","0"
"14560000","0"
"14630000","0"
"14700000","0"
"14770000","0"
"14840000","0"
"14910000","0"
"14980000","0"
"15050000","0"
"15120000","0"
"15190000","0"
"15260000","0"
"15330000","0"
"15400000","0"
"15470000","0"
"15540000","0"
"15610000","0"
"15680000","0"
"15750000","0"
"15820000","0"
"15890000","0"
"15960000","0"
"16030000","0"
"16100000","0"
"16170000","0"
"16240000","0"
"16310000","0"
"16380000","0"
"16450000","0"
"16520000","0"
"16590000","0"
"16660000","0"
"16730000","0"
"16800000","0"
"16870000","0"
"16940000","0"
"17010000","0"
"17080000","0"
"17150000","0"
"17220000","0"
"17290000","0"
"17360000","0"
"17430000","0"
"17500000","0"
"17570000","0"
"17640000","0"
"17710000","0"
"17780000","0"
"17850000","0"
"17920000","0"
"17990000","0"
"18060000","0"
"18130000","0"
"18200000","0"
"18270000","0"
"18340000","0"
"18410000","0"
"18480000","0"
"18550000","0"
"18620000","0"
"18690000","0"
"18760000","0"
"18830000","0"
"18900000","0"
"18970000","0"
"19040000","0"
"19110000","0"
"19180000","0"
"19250000","0"
"19320000","0"
"19390000","0"
"19460000","0"
"19530000","0"
"19600000","0"
"19670000","0"
"19740000","0"
"19810000","0.00030000000000000003"
"19880000","0.00065"
"19950000","0.0006"
"20020000","0.00085"
"20090000","0.0011"
"20160000","0.0015"
"20230000","0.001"
"20300000","0.00205"
"20370000","0.002"
"20440000","0.00145"
"20510000","0.0016"
"20580000","0.0015"
