"Step","mix37_stop0.85_true_seed3 - 8cover_rate"
"10731000","0.8542"
"10836000","0.83435"
"10941000","0.83065"
"11046000","0.8301999999999998"
"11151000","0.8302"
"11256000","0.8161999999999999"
"11361000","0.8378"
"11466000","0.83695"
"11571000","0.8565"
"11676000","0.84745"
"11781000","0.84025"
"11886000","0.84375"
"11991000","0.8513999999999999"
"12096000","0.84965"
"12201000","0.85065"
"12306000","0.866"
"12411000","0.8726499999999999"
"12516000","0.8581500000000001"
"12621000","0.85305"
"12726000","0.8530500000000001"
"12831000","0.86205"
"12936000","0.8675"
"13041000","0.8763500000000001"
"13146000","0.8646500000000001"
"13251000","0.8827999999999999"
"13356000","0.8720500000000001"
"13461000","0.8825"
"13566000","0.8917"
"13671000","0.8967999999999999"
"13776000","0.88675"
"13881000","0.88785"
"13986000","0.90475"
"14091000","0.89385"
"14196000","0.8947"
"14301000","0.89565"
"14406000","0.9025"
"14511000","0.8951"
"14616000","0.9136"
"14721000","0.91155"
"14826000","0.8971499999999999"
"14931000","0.8916499999999998"
"15036000","0.89955"
"15141000","0.90215"
"15246000","0.9117"
"15351000","0.91985"
"15456000","0.90675"
"15561000","0.91335"
"15666000","0.9112"
"15771000","0.91485"
"15876000","0.90765"
"15981000","0.9163"
"16086000","0.92185"
"16191000","0.90675"
"16296000","0.9125"
"16401000","0.90465"
"16506000","0.90825"
"16611000","0.90835"
"16716000","0.8994"
"16821000","0.90315"
"16926000","0.8950999999999999"
"17031000","0.905"
"17136000","0.90315"
"17241000","0.9163"
"17346000","0.9085"
"17451000","0.8993499999999999"
"17556000","0.8749"
"17661000","0.877"
"17766000","0.8802"
"17871000","0.88805"
"17976000","0.9079"
"18081000","0.8990499999999999"
"18186000","0.9126"
"18291000","0.9159"
"18396000","0.9009"
"18501000","0.8980999999999999"
"18606000","0.90835"
"18711000","0.89705"
"18816000","0.9075"
"18921000","0.9071"
"19026000","0.9073"
"19131000","0.93505"
"19236000","0.9298"
"19341000","0.90995"
"19446000","0.93865"
"19551000","0.95155"
"19656000","0.94375"
"19761000","0.93545"
"19866000","0.93105"
"19971000","0.93265"
"20076000","0.9445"
"20181000","0.9417"
"20286000","0.9376"
"20391000","0.9275"
"20496000","0.93095"
"20601000","0.94625"
"20706000","0.93625"
"20811000","0.9265"
"20916000","0.9384"
"21021000","0.94115"
"21126000","0.93525"
"21231000","0.9448"
"21336000","0.9449"
"21441000","0.9426"
"21546000","0.9464"
"21651000","0.94285"
"21756000","0.937"
"21861000","0.93785"
"21966000","0.94135"
"22071000","0.94745"
"22176000","0.9388"
"22281000","0.94615"
"22386000","0.9514"
"22491000","0.9582"
"22596000","0.9591"
"22701000","0.9539"
"22806000","0.94775"
"22911000","0.9548"
"23016000","0.9623999999999998"
"23121000","0.9586"
"23226000","0.9542"
"23331000","0.95755"
"23436000","0.9637"
"23541000","0.95755"
"23646000","0.95395"
"23751000","0.93435"
"23856000","0.9333"
"23961000","0.9476"
"24066000","0.9502"
"24171000","0.9428999999999998"
"24276000","0.9348"
"24381000","0.94095"
"24486000","0.94055"
"24591000","0.9455"
"24696000","0.93995"
"24801000","0.9481499999999998"
"24906000","0.9455"
"25011000","0.95425"
"25116000","0.9574"
"25221000","0.95285"
"25326000","0.95595"
"25431000","0.96175"
"25536000","0.9669"
"25641000","0.9571"
"25746000","0.96565"
"25851000","0.9546"
"25956000","0.9528"
"26061000","0.9536"
"26166000","0.9547"
"26271000","0.96145"
"26376000","0.95705"
"26481000","0.9536"
"26586000","0.9605"
"26691000","0.971"
"26796000","0.97015"
"26901000","0.9749"
"27006000","0.9707"
"27111000","0.9733"
"27216000","0.97005"
"27321000","0.9676"
"27426000","0.97065"
"27531000","0.9705"
"27636000","0.9642"
"27741000","0.96745"
"27846000","0.9744"
"27951000","0.9767"
"28056000","0.9693"
"28161000","0.9741"
"28266000","0.97505"
"28371000","0.9769"
"28476000","0.9663"
"28581000","0.97405"
"28686000","0.97345"
"28791000","0.9703"
"28896000","0.95455"
"29001000","0.95595"
"29106000","0.9573"
"29211000","0.94985"
"29316000","0.9567"
"29421000","0.96375"
"29526000","0.9707"
"29631000","0.96835"
"29736000","0.9699"
"29841000","0.95665"
"29946000","0.97925"
"30051000","0.9776"
"30156000","0.97685"
"30261000","0.9741499999999998"
"30366000","0.97495"
"30471000","0.97055"
"30576000","0.97685"
"30681000","0.9788"
"30786000","0.9799"
"30891000","0.98395"
"30996000","0.9736"
"31101000","0.97095"
"31206000","0.96745"
"31311000","0.96715"
"31416000","0.9715"
"31521000","0.96845"
"31626000","0.9744"
"31731000","0.9703"
"31836000","0.9784"
"31941000","0.9789"
"32046000","0.9795"
"32151000","0.9741"
"32256000","0.9759"
"32361000","0.975"
"32466000","0.971"
"32571000","0.9714"
"32676000","0.97615"
"32781000","0.9705"
"32886000","0.97335"
"32991000","0.97085"
"33096000","0.9717"
"33201000","0.9682"
"33306000","0.96685"
"33411000","0.977"
"33516000","0.96785"
"33621000","0.97525"
"33726000","0.9797"
"33831000","0.97645"
"33936000","0.9596"
"34041000","0.9661"
"34146000","0.9637"
"34251000","0.96355"
"34356000","0.96245"
"34461000","0.9659"
"34566000","0.9675"
"34671000","0.9605"
"34776000","0.9556"
"34881000","0.9616"
"34986000","0.96765"
"35091000","0.9618"
"35196000","0.96975"
"35301000","0.97375"
"35406000","0.97365"
"35511000","0.97275"
"35616000","0.97205"
"35721000","0.9703"
"35826000","0.95825"
"35931000","0.9281"
"36036000","0.94415"
"36141000","0.94045"
"36246000","0.9489"
"36351000","0.95815"
"36456000","0.96025"
"36561000","0.9613"
"36666000","0.9607"
"36771000","0.9622"
"36876000","0.96595"
"36981000","0.9637"
"37086000","0.9615"
"37191000","0.9551"
"37296000","0.9589"
"37401000","0.9571499999999998"
"37506000","0.95725"
"37611000","0.959"
"37716000","0.9594"
"37821000","0.96455"
"37926000","0.9712"
"38031000","0.96255"
"38136000","0.9743999999999998"
"38241000","0.9683"
"38346000","0.96315"
"38451000","0.95945"
"38556000","0.9673"
"38661000","0.96585"
"38766000","0.97015"
"38871000","0.97025"
"38976000","0.97295"
"39081000","0.9752"
"39186000","0.965"
"39291000","0.95835"
"39396000","0.9725"
"39501000","0.96945"
"39606000","0.97205"
"39711000","0.9712"
"39816000","0.97255"
"39921000","0.9639"
"40026000","0.9666"
"40131000","0.9734"
"40236000","0.9703"
"40341000","0.9656"
"40446000","0.97265"
"40551000","0.96955"
"40656000","0.9709"
"40761000","0.9713"
"40866000","0.96605"
"40971000","0.9574"
"41076000","0.96355"
"41181000","0.96745"
"41286000","0.9513"
"41391000","0.95655"
"41496000","0.96475"
"41601000","0.96315"
"41706000","0.9651"
"41811000","0.96655"
"41916000","0.9746"
"42021000","0.9723999999999998"
"42126000","0.9749"
"42231000","0.96495"
"42336000","0.96875"
"42441000","0.9699"
"42546000","0.96855"
"42651000","0.97485"
"42756000","0.9704"
"42861000","0.96925"
"42966000","0.9703"
"43071000","0.9707"
"43176000","0.9695"
"43281000","0.96705"
"43386000","0.97235"
"43491000","0.9691"
"43596000","0.9773"
"43701000","0.9762"
"43806000","0.9711499999999998"
"43911000","0.9762"
"44016000","0.9778"
"44121000","0.97215"
"44226000","0.9769"
"44331000","0.9723999999999998"
"44436000","0.9633"
"44541000","0.9711"
"44646000","0.97105"
"44751000","0.97995"
"44856000","0.975"
"44961000","0.9775"
"45066000","0.97515"
"45171000","0.97635"
