"Step","reverse_sp_8agents_seed3 - cover_rate_5step"
"35000","0.00125"
"70000","0"
"105000","0.0002"
"140000","0"
"175000","0"
"210000","0"
"245000","0.0013"
"280000","0.00125"
"315000","0.001"
"350000","0.00095"
"385000","0.0006"
"420000","0.0012"
"455000","0.00025"
"490000","0.00045"
"525000","0.00115"
"560000","0.00125"
"595000","0.00135"
"630000","0.0022"
"665000","0.00235"
"700000","0.002"
"735000","0.00285"
"770000","0.0014"
"805000","0.008100000000000001"
"840000","0.0060999999999999995"
"875000","0.005900000000000001"
"910000","0.00895"
"945000","0.0075"
"980000","0.0105"
"1015000","0.0126"
"1050000","0.01195"
"1085000","0.0144"
"1120000","0.01565"
"1155000","0.01255"
"1190000","0.01765"
"1225000","0.016399999999999998"
"1260000","0.01585"
"1295000","0.01675"
"1330000","0.01875"
"1365000","0.02205"
"1400000","0.02745"
"1435000","0.02725"
"1470000","0.0299"
"1505000","0.021700000000000004"
"1540000","0.02395"
"1575000","0.02475"
"1610000","0.01955"
"1645000","0.02135"
"1680000","0.02325"
"1715000","0.02405"
"1750000","0.0216"
"1785000","0.0229"
"1820000","0.01975"
"1855000","0.02095"
"1890000","0.021799999999999996"
"1925000","0.02275"
"1960000","0.019399999999999997"
"1995000","0.02085"
"2030000","0.0172"
"2065000","0.02515"
"2100000","0.0214"
"2135000","0.02675"
"2170000","0.022200000000000004"
"2205000","0.02575"
"2240000","0.03465000000000001"
"2275000","0.03385"
"2310000","0.033100000000000004"
"2345000","0.03365"
"2380000","0.03935"
"2415000","0.04365"
"2450000","0.0475"
"2485000","0.0533"
"2520000","0.05345"
"2555000","0.04715"
"2590000","0.04325"
"2625000","0.05025"
"2660000","0.04845"
"2695000","0.05389999999999999"
"2730000","0.05825"
"2765000","0.04525"
"2800000","0.03865"
"2835000","0.0415"
"2870000","0.04165"
"2905000","0.0406"
"2940000","0.0362"
"2975000","0.0379"
"3010000","0.0476"
"3045000","0.05789999999999999"
"3080000","0.0487"
"3115000","0.055299999999999995"
"3150000","0.0479"
"3185000","0.0545"
"3220000","0.053700000000000005"
"3255000","0.054"
"3290000","0.05405"
"3325000","0.0505"
"3360000","0.0527"
"3395000","0.04489999999999999"
"3430000","0.04375"
"3465000","0.04235"
"3500000","0.0388"
"3535000","0.0412"
"3570000","0.04515"
"3605000","0.038"
"3640000","0.0356"
"3675000","0.03965"
"3710000","0.0428"
"3745000","0.039900000000000005"
"3780000","0.04209999999999999"
"3815000","0.0422"
"3850000","0.0405"
"3885000","0.032600000000000004"
"3920000","0.04495"
"3955000","0.0408"
"3990000","0.04735000000000001"
"4025000","0.0532"
"4060000","0.04925"
"4095000","0.05025"
"4130000","0.055200000000000006"
